Handle,Title,Vendor,Type,Tags,Variant Price,Variant Compare At Price,Cost per item,Shipping Destination,Status,Discount %,Margin %,Auto_Category,Text_Cluster
high-waist-yoga-leggings-women-seamless-push-up-sport-leggings-fitness-running-hip-lift-yoga-pants-highly-elastic-gym-leggings-126597792093-o90kx,Purple High Waist Seamless Push Up Yoga Leggings Women Fitness Sport Pants,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"compression, fitness, fitness wear, high waist, purple leggings, push up, seamless, UK, UK Shipping collection, women activewear, yoga pants",15.99,23.99,6.53,UK,active,33.3,59.2,Fitness Equipment,2
30-level-massage-gun-fascia-deep-muscle-relax-body-neck-massager-electric-fitness-equipment-noise-reduction-male-female-126597792093-pldtd,30 Level Deep Tissue Fascia Massage Gun Noise Reduction Muscle Relaxer Kit,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"deep tissue, fascia therapy, fitness, fitness recovery, massage gun, muscle relaxer, noise reduction, pain relief, percussion therapy, UK, UK Shipping collection",27.99,41.99,12.41,UK,active,33.3,55.7,Fitness Equipment,2
adjustable-weighted-waist-belt-for-home-workouts-dumbbell-training-hip-shaping-home-gym-fitness-equipment-126597792093-lia01,Adjustable Weighted Waist Belt For Dumbbell Hip Shaping Home Gym Fitness,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"dumbbell holder, fitness, glute workout, hip abduction, hip shaping, home gym, lateral walks, side lunges, UK, UK Shipping collection, waist belt",9.99,14.99,3.44,UK,active,33.4,65.6,Fitness Equipment,2
pilates-ring-pilates-magic-fitness-circle-for-toning-thighs-abs-and-legs-resistance-training-body-sport-fitness-yoga-126597792093-zfuuj,Pilates Ring Magic Circle For Thighs Glutes Resistance Training Yoga,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"Core Workout, fitness, Fitness Circle, Glutes, Home Gym, Inner Thigh, Magic Circle, Pilates Ring, Resistance Training, UK, UK Shipping collection, Yoga Equipment",13.99,20.99,5.25,UK,active,33.3,62.5,Fitness Equipment,2
1pair-thickened-protection-sports-kneepad-gym-support-fitness-gear-gear-basketball-brace-protector-malefemale-non-slip-pads-126597792093-i6rxm,Pair Thickened Impact Absorbing Knee Pads Gym Fitness Basketball Protection,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"basketball gear, fitness, gym protection, impact absorbing, joint stabilization, knee pads, non slip grip, shock reduction, sports kneepads, UK, UK Shipping collection",8.99,13.99,2.88,UK,active,35.7,68.0,Fitness Equipment,2
25cm-yoga-ball-pilates-exercise-balance-ball-gym-home-yoga-core-training-anti-pressure-explosion-proof-fitness-muscle-relaxation-126597792093-3dlj1,25cm Mini Yoga Ball Pilates Exercise Core Training Balance Ball Gym Fitness,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"balance ball, core training, exercise ball, fitness, gym fitness, home gym, mini ball, physical therapy, pilates ball, stability ball, UK, UK Shipping collection, yoga ball",8.99,12.99,2.74,UK,active,30.8,69.5,Fitness Equipment,2
electric-foot-massager-pad-muscle-massage-relaxation-trainer-for-massage-fitness-outdoor-sport-home-family-relax-126597792093-bz388,Electric EMS Foot Massager Pad With Remote Control Leg Fatigue Relief,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Fitness Equipment,"blood circulation, calf massager, EMS massager, fatigue relief, fitness, foot mat, leg relief, muscle stimulation, remote control, UK, UK Shipping collection",8.99,12.99,2.83,UK,active,30.8,68.5,Fitness Equipment,2
smartwatch-men-women-wristwatches-smart-watch-message-fitness-monitor-bracelet-birthday-gift-electronic-clock-for-android-ios-126597792093-o3xsh,Smart Watch Fitness Tracker Heart Rate Message Bracelet For Men Women Ios,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"Activity Tracker, Fitness Tracker, Gift, Health Monitor, Heart Rate, Message Bracelet, Nigeria, Smart Bracelet, Smart Watch, Sports Band, Wearable",8.99,13.99,2.96,Nigeria,active,35.7,67.1,Watches,4
led-strip-lights-with-44-key-remote-control-1m-5m-10m-20m-rgb-tape-led-wall-room-for-home-bedroom-party-decor-tv-backlight-126597792093-pkskl,RGB LED Strip Lights 65FT With 44 Key Remote USB Room Decor TV Backlight,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Lighting,"Ambiance Lighting, LED Tape, Nigeria, Remote Control, RGB LED, Room Decor, Strip Lights, TV Backlight, USB Lighting",10.99,15.99,3.61,Nigeria,active,31.3,67.2,Home & Lighting,3
rgb-led-strip-lights-5m-10m-20m-30m-led-room-light-with-app-control-flexible-ribbon-luces-led-tape-for-room-bedroom-decoration-126597792093-qycev,RGB LED Strip Lights 5M To 30M Flexible Ribbon Tape With App Control,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Lighting,"App Control, Bedroom Lights, Dynamic Lighting, Flexible Ribbon, Home Decor, LED Tape, Nigeria, Remote Control, RGB LED Strip, USB Powered",16.99,24.99,6.63,Nigeria,active,32.0,61.0,Home & Lighting,3
for-jbl-live-beam-3-lcd-high-definition-soft-film-explosion-proof-and-scratch-resistant-screen-protection-film-126597792093-uhfv9,JBL Live Beam 3 LCD Screen Protector Film Scratch Resistant Transparent Film,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Electronics Accessories,"charging case, display film, LCD film, Live Beam 3, Nigeria, scratch resistant, screen protector, touchscreen cover",6.99,9.99,1.58,Nigeria,active,30.0,77.4,Other,10
35mm-headset-music-earbuds-in-ear-with-mic-original-qkz-ak6-copper-driver-hifi-wired-earphone-race-sport-headphone-bass-stereo-126597792093-ykrcn,QKZ AK6 Copper Driver Hifi Wired In Ear Sports Earphone Headphone Bass,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"10mm driver, bass headphones, copper driver, hifi audio, IEM, Nigeria, over ear hook, pc shell, QKZ AK6, sports earbuds, wired earphones",9.99,14.99,3.29,Nigeria,active,33.4,67.1,Audio,10
new-arrival-m10-earphone-wireless-headset-high-quality-perfect-sound-earbuds-sports-game-music-bt-headphone-with-power-bank-126597792093-iuulp,M10 Wireless Earbuds HiFi Bass Power Bank Digital Display Bluetooth Headset,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"Bluetooth Headset, Digital Display, Gaming Earbuds, HiFi Bass, LCD Screen, Music Audio, Nigeria, Power Bank, Touch Control, TWS Headset, Wireless Earbuds",12.99,19.99,5.03,Nigeria,active,35.0,61.3,Audio,10
handsfree-wireless-headphones-noise-canceling-headphone-earphone-p47-headset-bluetooth-head-phone-for-iphone-huawei-samsung-s22-126597792093-azwss,P47 Wireless Bluetooth Headphones Hands Free Noise Canceling Headset,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"Bluetooth Headset, Bluetooth Remote, Hands Free Calling, Music Headphones, Nigeria, Noise Canceling, Over Ear Headphones, Portable Headset, Wireless Headphones",13.99,20.99,5.34,Nigeria,active,33.3,61.8,Audio,10
type-c-port-professional-wireless-lavalier-microphone-for-smartphones-computers-tablets-plug-and-play-126597792093-58x3j,Professional Wireless Lavalier Microphone Type C Plug For Smartphones Tablets,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Microphones,"interview mic, live stream, Nigeria, noise reduction, omnidirectional, plug play, smartphone audio, tablet accessory, type c, vlog mic, wireless lavalier",12.99,19.99,4.89,Nigeria,active,35.0,62.4,Smartphones,10
wireless-headphones-bluetooth-53-p2961-original-earphone-for-samsung-iphone-stereo-hifi-headset-game-earbuds-with-microphone-126597792093-tcesp,P2961 Wireless Bluetooth Headphones 9D HIFI Sound Noise Reduction,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"9d surround audio, bluetooth 5.3, gaming headset, hifi sound, low latency, Nigeria, noise reduction, over ear headset, stereo audio, wireless headphones",17.99,26.99,7.46,Nigeria,active,33.3,58.5,Audio,10
9d-bluetooth-earphones-wireless-headphones-magnetic-sport-neckband-neck-hanging-tws-earbuds-wireless-blutooth-headset-with-mic-126597792093-7ia6y,Homefish 9D Stereo Wireless Bluetooth Magnetic Sport Neckband Earphones,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Headphones,"9D stereo, Bluetooth 5.0, Bluetooth neckband, Homefish, Magnetic earbuds, Nigeria, Sport headphones, Stereo surround, Wireless earphones",7.99,11.99,2.5,Nigeria,active,33.4,68.7,Audio,10
fast-magnetic-watch-wireless-charger-for-apple-watch-ultra-3-2-1-series-9-8-7-6-se-charger-dock-adapter-type-c-portable-charger-126597792093-sjbf1,Fast Magnetic Wireless Charger Dock For Apple Watch Ultra Series SE Adapter,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"apple watch dock, fast power adapter, magnetic charger, Nigeria, portable usb pad, series 9, smart charging station, usbc port, watch ultra",10.99,16.99,3.99,Nigeria,active,35.3,63.7,Watches,10
oiginal-120w-charger-turbo-fast-charge-euus-hypercharge-adapter-for-xiaomi-redmi-note-11-12-13-pro-plus-5g-mi-14-13-13t-cable-126597792093-yogl2,Xiaomi 120W HyperCharge Fast Charger Adapter With Type C Cable For Redmi Note,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Chargers,"120W Adapter, EU Plug, Fast Charger, HyperCharge, Nigeria, Power Adapter, Redmi Note, Type C, Xiaomi",20.99,30.99,8.71,Nigeria,active,32.3,58.5,Smartphones,10
laxasfit-smartwatch-bluetooth-talk-smartwatch-message-alert-heart-rate-monitor-sports-watch-for-android-ios-men-women-126597792093-vqm64,LAXASFIT AMOLED Smartwatch Bluetooth Call Heart Rate Monitor Sports Watch,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Watches,"AMOLED, Bluetooth Call, Health Monitor, Heart Rate, Nigeria, Smartwatch, Sports Watch, Wearable Tech, X10 Ultra",17.99,25.99,7.06,Nigeria,active,30.8,60.8,Watches,4
automatic-electric-floor-vacuum-cleaner-3-in-1-1500pa-usb-rechargeable-wireless-sweeping-mop-for-home-office-use-126597792093-uvh4a,Automatic 3in1 Wireless Electric Floor Vacuum Cleaner With Mop 1500Pa,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Home Appliances,"automatic cleaner, cordless sweeper, dust box, floor cleaner, home appliance, Nigeria, robot vacuum, smart home, wet mop",24.99,37.99,10.92,Nigeria,active,34.2,56.3,Home & Lighting,10
new-usb-sweeping-robot-vacuum-cleaner-mopping-3-in-1-smart-wireless-1500pa-dragging-cleaning-sweep-floor-for-home-office-126597792093-87jjh,Sweepin Robot Vacuum Cleaner 3 In 1 Smart USB Mopping Sweeper 1500Pa,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Home Appliances,"auto sweeping, dust collector, mopping robot, Nigeria, pet hair cleaner, robot vacuum, slim vacuum, smart sweeper, wireless cleaner",20.99,30.99,8.57,Nigeria,active,32.3,59.2,Home & Lighting,10
aroma-humidifier-flame-essential-oils-diffuser-air-humidifier-for-home-bedroom-mini-air-fragrance-diffuser-with-led-night-light-126597792093-xxusf,Mini Flame Aroma Humidifier Essential Oils Diffuser LED Night Light,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Lighting,"aroma diffuser, aromatherapy, cool mist, essential oils, flame humidifier, led light, mini diffuser, Nigeria, night light, relaxation",19.99,29.99,8.36,Nigeria,active,33.3,58.2,Home & Lighting,10
3d-sleep-mask-blindfold-sleeping-aid-soft-memory-foam-eye-mask-for-sleeping-travel-light-slaapmasker-eye-cover-lightweight-style-126597792093-9upds,Soft 3D Light Blocking Memory Foam Sleep Mask For Nose Fit Travel,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Beauty & Personal Care,"3d contour, blackout mask, light blocking, memory foam, Nigeria, nose fit, sleep aid, sleep mask, travel sleep",5.99,8.99,1.38,Nigeria,active,33.4,77.0,Beauty & Personal Care,10
blue-lock-anime-japanese-isagi-yoichi-football-jersey-t-shirt-cosplay-hyoma-chigiri-meguru-bachira-tee-original-children-clothes-126597792093-rablx,Blue Lock Anime Football Jersey Kids T Shirt Isagi Bachira Chigiri,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Children's Clothing,"Anime Apparel, Anime Football, Bachira, Blue Lock, Chigiri, Isagi, Kids T Shirt, Kunigami, Nigeria, Soccer Jersey, Soccer Uniform",17.99,26.99,7.47,Nigeria,active,33.3,58.5,Children's Clothing,10
staaricc-led-solar-light-outdoor-motion-sensor-human-induction-adjustable-head-ip65-waterproof-solar-security-light-wall-light-126597792093-a1gn2,Staaricc Led Solar Security Light Motion Sensor Waterproof Adjustable Wall Light,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Lighting,"adjustable spotlight, human induction, led security light, motion sensor, Nigeria, outdoor lighting, solar light, waterproof wall light, wireless lamp",12.99,19.99,4.96,Nigeria,active,35.0,61.8,Home & Lighting,10
wireless-led-night-lights-motion-sensor-lights-closet-kitchen-night-lights-bedroom-detector-light-cabinet-staircase-backlit-126597792093-c2miv,Wireless LED Motion Sensor Night Light Human Body Induction Under Cabinet,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Lighting,"body induction, dimmable, motion sensor, Nigeria, night light, smart lighting, under cabinet, USB rechargeable, wireless light",8.99,13.99,2.88,Nigeria,active,35.7,68.0,Home & Lighting,10
christmas-home-decoration-usb-8-modes-fairy-garland-lights-led-curtain-string-lights-with-remote-control-for-bedroom-wedding-126597792093-tidf4,USB LED Curtain Fairy String Lights Remote Control Home Decoration,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Lighting,"ambient decor, curtain lights, fairy lights, Nigeria, party lights, rainbow lights, remote control, USB lights, wall decor, waterfall lights",8.99,12.99,2.67,Nigeria,active,30.8,70.3,Home & Lighting,3
portable-wireless-bluetooth-sound-box-vibration-stereo-audio-subwoofer-loudspeaker-radio-speaker-for-bathroom-camping-outdoor-126597792093-jlyeg,Waterproof Bluetooth Speaker IPX4 Portable Wireless Shower Bathroom Audio,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Speakers,"Bathroom speaker, Bluetooth speaker, IPX4 rating, Nigeria, Outdoor music, Portable audio, Shower speaker, Suction cup mount, Waterproof speaker",14.99,21.99,5.7,Nigeria,active,31.8,62.0,Audio,10
2023-women-sneakers-platform-casual-breathable-sport-design-vulcanized-shoes-fashion-tennis-female-footwear-zapatillas-mujer-126597792093-evlnj,Women Blue Platform Sneakers Casual Breathable Vulcanized Rubber Footwear,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"blue footwear, breathable uppers, casual trainers, chunky sneakers, Nigeria, platform shoes, rubber sole, vulcanized rubber, women sneakers",38.99,57.99,7.68,Nigeria,active,32.8,80.3,Footwear,1
2025-large-size-spring-and-autumn-new-breathable-lightweight-casual-mens-shoes-niche-trend-versatile-flat-sports-mens-shoes-126597792093-4vtfu,2025 Men Lightweight Breathable Knit Casual Sports Shoes Flat Sneakers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable footwear, casual shoes, flat sneakers, knit sneakers, lightweight shoes, men sneakers, Nigeria, sports shoes, streetwear, training shoes",24.99,37.99,11.01,Nigeria,active,34.2,55.9,Footwear,1
women-sport-shoes-fashion-platform-sneakers-ladies-spring-summer-flats-running-shoes-for-women-casual-shoes-mesh-jogging-tennis-126597792093-oh0et,Women Fashion Mesh Platform Sneakers Casual Breathable Running Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"athletic shoes, breathable shoes, casual footwear, Egypy, fashion sneakers, knit sneakers, mesh platform, platform shoes, running shoes, women sneakers",26.99,39.99,13.14,Unspecified,active,32.5,51.3,Footwear,1
basket-femme-2025-spring-new-arrival-womens-vulcanize-shoes-for-outdoor-gym-sport-shoes-female-walking-shoes-tenis-feminino-126597792093-kcnbp,Women Black Casual Breathable Knit Sneakers Vulcanized Sole Walking Sport Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"black knit shoes, breathable sneakers, casual sport shoes, Egypy, gym shoes, knit sneakers, rubber outsole, vulcanized sole, walking shoes, women sneakers",29.99,44.99,14.83,Unspecified,active,33.3,50.6,Footwear,1
women-casual-walking-sneaker-orthopedic-arch-diabetes-support-breathable-sport-design-shoes-fashion-tennis-female-footwear-gift-126597792093-qph0i,Women Casual Walking Sneakers Orthopedic Arch Support Breathable Sport Design,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"arch support, breathable shoes, casual footwear, chunky sneakers, diabetic shoes, Egypy, orthopedic shoes, walking shoes, women sneakers",35.99,53.99,17.84,Unspecified,active,33.3,50.4,Footwear,1
new-women-sneakers-platform-shoes-leather-patchwork-casual-sport-shoes-ladies-outdoor-running-vulcanized-shoes-zapatillas-mujer-126597792093-my3z6,Women Black Gold Platform Sneakers Leather Patchwork Casual Running Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"black gold, casual footwear, Egypy, leather patchwork, platform sneakers, rubber outsole, running shoes, white midsole, women sneakers",30.99,45.99,15.03,Unspecified,active,32.6,51.5,Footwear,1
sneakers-women-shoes-2023-pattern-canvas-shoe-casual-women-sport-shoes-flat-lace-up-adult-zapatillas-mujer-chaussure-femme-126597792093-dttbe,Women Blue Canvas Lace Up Flat Sneakers With Chunky White Midsole Casual Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"blue lace up, breathable upper, canvas sneakers, chunky midsole, everyday wear, flat casual shoes, UK, white sole, women casual",27.99,40.99,9.37,UK,active,31.7,66.5,Footwear,1
2026-new-kids-casual-shoes-girls-led-light-cartoon-pu-leather-fashion-sport-flat-bottom-shoes-breathable-purple-pink-size-21-30-126597792093-edwjc,Girls LED Light Up Heart Casual Sneakers Breathable PU Sport Shoes Purple Pink,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Breathable sneakers, Fairy wing shoes, Girls sneakers, Heart glow shoes, Kids sport shoes, LED sneakers, PU casual shoes, Rainbow shoes, UK",19.99,29.99,8.26,UK,active,33.3,58.7,Footwear,1
sailor-moon-girl-baseball-cap-women-sun-hat-adult-children-outdoor-sport-sunbonnet-retro-headgear-cartoon-cute-hip-hop-hat-gift-126597792093-ydoty,Sailor Moon Baseball Cap Women Adults Anime Sun Hat Retro Cartoon Gift,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Hats,"Anime Fans, Anime Hat, Baseball Cap, Cartoon Gift, Retro Cap, Sailor Moon, Streetwear, Sun Hat, UK",11.99,17.99,4.35,UK,active,33.4,63.7,Bags & Accessories,10
brand-women-sneakers-comfortable-platform-shoes-female-fashion-large-size-casual-sport-shoes-2025-new-outdoor-women-running-shoe-126597792093-iosnp,Women Navy Blue Platform Sneakers Casual Lace Up Running Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"casual lace up, daily wear, fashion sneakers, metallic stripes, navy blue shoes, running shoes, synthetic leather, UK, white sole, women platform sneakers",25.99,37.99,5.86,UK,active,31.6,77.5,Footwear,1
tenis-women-sneakers-air-cushion-walking-shoes-breathable-gym-jogging-shoes-for-woman-lace-up-platform-sport-shoe-tenes-feminino-126597792093-xhk9b,Women Air Cushion Lace Up Platform Sneakers Breathable Walking Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"air cushion, breathable mesh, gym shoes, jogging sneakers, lace up, platform shoes, UK, walking shoes, womens sneakers",29.99,44.99,5.7,UK,active,33.3,81.0,Footwear,1
new-women-lightweight-sneakers-sport-bottom-fashionable-sneakers-casual-comfortable-soft-running-designer-shoes-zapatos-de-mujer-126597792093-mtyem,Women Black And White Chunky Platform Lightweight Sport Sneakers Casual Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"black and white, casual shoes, chunky sneakers, lace up shoes, lightweight shoes, platform shoes, running shoes, sport sneakers, streetwear, UK, women sneakers",33.99,50.99,7.1,UK,active,33.3,79.1,Footwear,1
women-sport-sneaker-tennis-running-shoes-female-casual-platform-fashion-footwear-basket-comfortable-elegant-athletic-trend-126597792093-r4m49,Women Rainbow Gradient Platform Sneakers Casual Athletic Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"casual shoes, chunky sneakers, colorful gradient, fashion footwear, platform shoes, rainbow sneakers, street style, UK, women sneakers",37.99,56.99,14.63,UK,active,33.3,61.5,Footwear,1
red-sneakers-women-shoes-woman-tennis-shoes-canvas-shoe-female-casual-shoes-ladies-sport-shoes-platform-sneaker-hollow-out-shoes-126597792093-bhkd9,Women Platform Sneakers Casual Mesh Hollow Out Walking Shoes Black Pink,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Breathable construction, Casual walking shoes, Daily wear, Fashion footwear, Mesh hollow out, Platform sneakers, Thick white sole, UK, Vibrant color accents",21.99,32.99,9.45,UK,active,33.3,57.0,Footwear,1
red-sneakers-women-shoes-woman-tennis-shoes-canvas-shoe-female-casual-shoes-ladies-sport-shoes-platform-sneaker-hollow-out-shoes-126597792093-waewj,Women Red Platform Sneakers Hollow Out Canvas Casual Tennis Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable mesh, casual tennis shoes, fashion sneakers, hollow out canvas, red platform shoes, sport shoes, thick white sole, UK, women sneakers",29.99,44.99,7.63,UK,active,33.3,74.6,Footwear,1
shoes-for-women-platform-shoes-autumn-women-casual-breathable-mesh-sequin-sneakers-wedges-sports-lace-up-non-slip-shoes-126597792093-olvaj,Women Platform Sneakers Sequin Mesh Breathable Lace Up Non Slip Wedges,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable shoes, casual wedges, chunky sole, lace up, platform sneakers, sequin mesh, UK, wedge shoes, women footwear",42.99,63.99,8.3,UK,active,32.8,80.7,Footwear,1
luxury-womens-sneakers-mesh-lace-up-women-casual-shoes-fashion-outdoor-running-sport-shoes-comfortable-women-tennis-shoes-36-43-126597792093-m5rlu,Women Breathable Mesh Lace Up Casual Outdoor Running Sport Sneakers Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"athletic sneakers, breathable mesh, casual footwear, lace up, running shoes, sport shoes, UK, walking shoes, women sneakers",29.99,44.99,7.54,UK,active,33.3,74.9,Footwear,1
2023women-shoes-summer-breathable-wedges-sneakers-shoes-women-plus-size-shoes-women-trainers-flat-vulcanize-shoes-sport-sandals-126597792093-n9vxg,Women Summer Breathable Open Toe Wedge Sandal Sneaker Trainers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable footwear, casual shoes, hybrid sandals, open toe sandals, rubber outsole, summer sneakers, UK, wedge trainers, women wedges",21.99,32.99,4.25,UK,active,33.3,80.7,Footwear,1
fashion-thick-sole-silver-sneakers-women-2026-plus-size-43-breathable-platform-sport-shoes-woman-anti-slip-lace-up-running-shoes-126597792093-goedb,Women Silver Platform Sneakers Breathable Mesh Lace Up Chunky Running Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable mesh, chunky running shoes, lace up, metallic overlays, silver platform, streetwear, thick sole, UK, women sneakers",39.99,59.99,18.65,UK,active,33.3,53.4,Footwear,1
casual-flats-cotton-boots-winter-new-sport-platform-fashion-work-shoes-women-winter-new-luxury-hot-plush-boots-126597792093-063ck,Women Winter Canvas Slip On Boots Plush Warm Brown Casual Fashion Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"brown casual, fashion shoes, fur lining, platform sole, plush warm, slip on, UK, winter shoes, women boots",25.99,38.99,11.2,UK,active,33.3,56.9,Footwear,0
summer-women-sandals-flat-heel-new-open-toe-female-shoes-plus-size-outdoor-sport-beach-casual-sandals-flats-womens-shoe-126597792093-l9yve,Women Pink Open Toe Flat Sandals White Lug Sole Casual Summer Beach Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"beach shoes, casual slip on, elastic band, lug sole, open toe, pink sandal, summer footwear, UK, women sandals",27.99,40.99,12.19,UK,active,31.7,56.4,Footwear,1
2025-new-high-heels-wedge-outdoor-sport-spring-white-shoes-breathable-casual-shoe-women-leather-platform-sneakers-red-126597792093-y0hiy,2025 Women White Platform Wedge Sneakers High Heel Breathable Sport Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable sport shoes, chunky sneakers, comfortable footwear, high heel sneakers, leather footwear, platform wedge shoes, UK, women white sneakers",39.99,59.99,10.84,UK,active,33.3,72.9,Footwear,1
fashion-platform-sneakers-women-spring-autumn-round-toe-lace-up-comfort-10cm-thick-bottom-sport-shoe-black-white-casual-shoe-126597792093-yykre,Women Thick Platform Sneakers 10CM Black White Round Toe Casual Lace Up Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"Black White, Chunky Sneakers, Height Increasing, Lace Up, Platform Sneakers, Round Toe, Streetwear, UK, Women Shoes",47.99,71.99,10.3,UK,active,33.3,78.5,Footwear,1
women-sneakers-platform-casual-mesh-breathable-sport-design-vulcanized-shoes-fashion-female-footwear-zapatillas-mujer-shoes-126597792093-xhcl7,Women White Platform Sneakers Gold Side Zipper Casual Sport Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"casual streetwear, chunky platform, gold zipper, metallic hardware, rubber sole, slip on design, UK, white sneakers, women shoes",31.99,47.99,14.24,UK,active,33.3,55.5,Footwear,1
women-flats-ballet-dance-pointed-toe-sandals-shoes-2024-spring-new-designer-loafers-shoes-suede-casual-sport-walking-126597792093-pfn8w,Women Teal Suede Pointed Toe Flat Loafers Casual Dance Shoes Slip On,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"ballet style, casual wear, dance shoes, pointed toe loafers, slip on flats, spring shoes, teal suede, UK, women shoes",32.99,48.99,10.02,UK,active,32.7,69.6,Footwear,1
high-quality-spring-women-platform-sneakers-chunky-shoes-sport-vulcanized-shoes-female-casual-shoes-8cm-autumn-thick-leather-126597792093-hxcut,Women Chunky Platform Sneakers Thick Leather 8CM Vulcanized Casual Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"casual footwear, chunky sneakers, leather upper, metal accent, platform shoes, sport shoes, thick sole, UK, women shoes",53.99,80.99,14.66,UK,active,33.3,72.8,Footwear,1
vulcanized-shoes-women-new-2024-casual-sneakers-fashion-flat-lace-up-outdoor-walking-sport-plus-size-43-zapatillas-mujer-126597792093-idyfu,Women 2024 Casual Vulcanized Sneakers With Gold Hardware Lace Up,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"casual shoes, cognac shoes, fashion sneakers, gold hardware, lace up, perforated leather, rubber sole, tan sneakers, UK, vulcanized rubber, women sneakers",28.99,43.99,6.23,UK,active,34.1,78.5,Footwear,1
women-sneakers-bling-golden-shoes-casual-female-breathable-sneakers-lace-up-outdoor-sport-women-vulcanize-shoes-zapatos-de-mujer-126597792093-wlpba,Women Glitter Gold Lace Up Sneakers Metallic Toe Cap Casual Breathable Trainers,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"breathable, casual footwear, glitter gold, lace up trainers, low top, metallic toe, rubber sole, sparkle shoes, UK, white sole, women sneakers",393.99,590.99,9.52,UK,active,33.3,97.6,Footwear,1
womens-pu-leather-chunky-platform-sneakers-spring-height-increase-thick-bottom-sport-shoes-white-vulcanized-casual-shoes-botas-126597792093-vstq8,Women Pu Leather Chunky Platform Sneakers Height Increase White Vulcanized Shoes,THE SEAMARK GLOBAL INNOVATIONS LIMITED,Footwear,"chunky sneakers, height increase shoes, pu leather shoes, thick sole footwear, UK, vulcanized sneakers, white chunky shoes, white platform shoes, women casual shoes",37.99,55.99,11.09,UK,active,32.1,70.8,Footwear,1
